electro_Dirección,electro_Región,electro_Comuna,electro_lat,electro_lon,electro_Potencia (en kW) Electrolinera,electro_Tipo corriente,electro_Potencia (en kW) cargador,cargadores_iniciales,dpc_name,dpc_amenity,dpc_shop,dpc_building,dpc_leisure,dpc_comuna,dpc_lon,dpc_lat,dpc_tipo_osm,Pcap,distancia_m
,,,,,,,,0,,,,commercial,,Las Condes,-70.60175000411587,-33.41670743091332,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60147043043294,-33.415492909377534,commercial,10,
,,,,,,,,0,Plaza El Bosque,,,commercial,,Las Condes,-70.60213298977796,-33.41487301403127,commercial,10,
,,,,,,,,0,Atlantis,,,commercial,,Las Condes,-70.60255446643107,-33.41461177328676,commercial,10,
,,,,,,,,0,Edificio Madison,,,commercial,,Las Condes,-70.60269401727722,-33.41233002293152,commercial,10,
,,,,,,,,0,Edificio El Bosque 500,,,commercial,,Las Condes,-70.60323932870641,-33.41431727343804,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60102470672383,-33.414933180806656,commercial,10,
,,,,,,,,0,Mall Paseo Los Dominicos,,mall,yes,,Las Condes,-70.51453219182842,-33.401924474801184,mall,20,
,,,,,,,,0,Universidad Andrés Bello - Campus Casona,university,,,,Las Condes,-70.50488974777954,-33.376176143672815,university,10,
,,,,,,,,0,,parking,,,,Las Condes,-70.51671143219757,-33.40178538951195,parking,25,
,,,,,,,,0,,,,commercial,,Las Condes,-70.5940225392223,-33.413935400271754,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59281652588992,-33.41379007965632,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59371864545808,-33.414678720960346,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59423411759857,-33.4145977208555,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59348598206826,-33.41354979393864,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59259757925747,-33.414809945660416,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59294297910252,-33.41524159599052,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.5934686499965,-33.41548930004016,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.5930771499777,-33.41491510006188,commercial,10,
,,,,,,,,0,Edificio Patio Isidora,,,commercial,,Las Condes,-70.59543584309105,-33.41486292153662,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59225775876706,-33.415359010792,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.58997891144952,-33.41587977882048,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.58628959999278,-33.415993050054965,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.58924799648968,-33.41564981494738,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.5912306776907,-33.416138587423234,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.58877973079103,-33.41626084898256,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.58846383175357,-33.41550204966271,commercial,10,
,,,,,,,,0,Edificio Corporativo CAP,,,commercial,,Las Condes,-70.59078789996856,-33.41785955007307,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.58761808184866,-33.41573355437165,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.58972709994359,-33.41670655013059,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59245530080746,-33.41653179953464,commercial,10,
,,,,,,,,0,Hospital de Carabineros (DIPRECA),parking,,,,Las Condes,-70.52803949357109,-33.41729405462097,parking,25,
,,,,,,,,0,Universidad Adolfo Ibáñez,university,,,,Las Condes,-70.59168805118337,-33.421427119284964,university,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.5838515171111,-33.414818961496074,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.58358335002623,-33.41522175009121,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.58365578855509,-33.414736198942094,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.58323610020369,-33.4146764999608,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.5830847377426,-33.41509432595216,commercial,10,
,,,,,,,,0,,,,retail,,Las Condes,-70.55395455940514,-33.417542525990214,retail,6,
,,,,,,,,0,estoril 200,,,commercial,,Las Condes,-70.53256099956069,-33.38444450011069,commercial,10,
,,,,,,,,0,INACAP Apoquindo,university,,,,Las Condes,-70.55221356607737,-33.40755470798355,university,10,
,,,,,,,,0,Chilefilms,parking,,,,Las Condes,-70.56506122431571,-33.418807538567464,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.58178273339696,-33.408540852758605,parking,25,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59658402010275,-33.41606531359334,commercial,10,
,,,,,,,,0,Edificio Grupo Security,,,commercial,,Las Condes,-70.59700433135383,-33.41652743027324,commercial,10,
,,,,,,,,0,Edificio Metropolis,,,commercial,,Las Condes,-70.59209471086113,-33.416283727311594,commercial,10,
,,,,,,,,0,,,,retail,,Las Condes,-70.58529784999175,-33.41531695010419,retail,6,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60099949990443,-33.41614100008729,commercial,10,
,,,,,,,,0,,,,retail,,Las Condes,-70.56929108182044,-33.40501654652323,retail,6,
,,,,,,,,0,,,,commercial,,Las Condes,-70.52686025496125,-33.37760771353833,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.52655885030191,-33.37741514998823,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.57270710019803,-33.405649949976976,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.57407690720142,-33.405403025758424,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.57413031799315,-33.40471525788079,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.57502757878328,-33.405707199212564,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.57087536035185,-33.42837075385673,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.57054820000833,-33.42864820494892,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.57216376967784,-33.406805599315724,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.57680426735838,-33.4065264592297,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.57321477073695,-33.40723162339628,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.57133590360317,-33.40689337355918,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.572868650221,-33.40813099996372,commercial,10,
,,,,,,,,0,,,,retail,,Las Condes,-70.53867910403417,-33.42308873264034,retail,6,
,,,,,,,,0,,parking,,,,Las Condes,-70.5721972453172,-33.407779319667725,parking,25,
,,,,,,,,0,,,,office,,Las Condes,-70.60687515693152,-33.4154123460261,office,8,
,,,,,,,,0,Edificio Cruz del Sur,,,commercial,,Las Condes,-70.58279500648676,-33.41408968137789,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.5704398460773,-33.40367063735973,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.5719166275906,-33.40523521089127,commercial,10,
,,,,,,,,0,Copec,fuel,,roof,,Las Condes,-70.56998419552185,-33.40271944258626,fuel,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60026039119478,-33.416114617852685,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60044868413016,-33.41575500166,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60110524988968,-33.41597345007846,commercial,10,
,,,,,,,,0,Colegio Alemán de Santiago,parking,,,,Las Condes,-70.56775632428466,-33.39834807923902,parking,25,
,,,,,,,,0,Unimarc,parking,,,,Las Condes,-70.56768576669313,-33.40396521188152,parking,25,
,,,,,,,,0,Estacionamiento Público Presidente Errázuriz,parking,,,,Las Condes,-70.58889920755799,-33.42025220589113,parking,25,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60027621402271,-33.41814658096699,commercial,10,
,,,,,,,,0,BCI,,,commercial,,Las Condes,-70.59135965384486,-33.41448232006726,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.58982577134114,-33.41635060652552,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60169550008432,-33.416243900027695,commercial,10,
,,,,,,,,0,Edificio Apufrente,,,commercial,,Las Condes,-70.56576750009086,-33.41135210446658,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60209626977736,-33.416010165461856,commercial,10,
,,,,,,,,0,Banco BICE,,,commercial,,Las Condes,-70.59062462798295,-33.415206293352426,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.58952192660635,-33.41504742747759,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.591522866764,-33.41496086179246,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59532099987042,-33.42165831653221,commercial,10,
,,,,,,,,0,Unimarc,,supermarket,retail,,Las Condes,-70.5635315697084,-33.42659921827072,supermarket,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59361020281798,-33.41511881384697,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59349039993349,-33.41581055019852,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.5935560459973,-33.416603718104994,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.5928506422666,-33.4156105948888,commercial,10,
,,,,,,,,0,Edificio Millenium,,,commercial,,Las Condes,-70.60224597668481,-33.41110790305711,commercial,10,
,,,,,,,,0,Edificio Parque Araucano,,,office,,Las Condes,-70.57630695259977,-33.40540563804537,office,8,
,,,,,,,,0,,,,commercial,,Las Condes,-70.58685371489709,-33.41326523057244,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.58654201949601,-33.41379495991949,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.58695410707583,-33.414328428878115,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.58668430000048,-33.41451760001383,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.58695886578994,-33.4138348676618,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.58663960001513,-33.41530710001036,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60041959095501,-33.414452447709174,commercial,10,
,,,,,,,,0,San Sebastián,,,commercial,,Las Condes,-70.60064285005687,-33.41479315004063,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59991111981408,-33.414751717385144,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60039058250884,-33.41529756292037,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59966260570388,-33.415848587832315,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59941851099488,-33.41627305588685,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.5933031967022,-33.41387690205239,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59583144997951,-33.41513190005251,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59757950303319,-33.414048448881296,commercial,10,
,,,,,,,,0,Edificio Parque Isidora Golf,,,commercial,,Las Condes,-70.59715772015662,-33.41400564181652,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59658944390617,-33.41420451892319,commercial,10,
,,,,,,,,0,Edificio Golf,,,commercial,,Las Condes,-70.5957045299238,-33.414168701054365,commercial,10,
,,,,,,,,0,Edificio La Torre de Apoquindo,,,commercial,,Las Condes,-70.59794560404202,-33.41663202958194,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59780034992573,-33.41749720020448,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60153230113085,-33.41663061532744,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59987788402572,-33.417084300727204,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59589260000925,-33.417024650024544,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59657565959805,-33.41717908430312,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.5999380683251,-33.41690066802096,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59828455000715,-33.417614600067104,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60127714968156,-33.41584835013368,commercial,10,
,,,,,,,,0,Stade Français,parking,,,,Las Condes,-70.59440659524756,-33.41980279652997,parking,25,
,,,,,,,,0,Stade Français,parking,,,,Las Condes,-70.59440659524756,-33.41980279652997,parking,25,
,,,,,,,,0,,,,retail,,Las Condes,-70.57939315914965,-33.42417575280147,retail,6,
,,,,,,,,0,STG Chile,,,office,,Las Condes,-70.57988801574729,-33.42337446689526,office,8,
,,,,,,,,0,,,,commercial,,Las Condes,-70.58453079998691,-33.4170119000674,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60368456592066,-33.41594287997811,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60318770199426,-33.41607898604734,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60361324626247,-33.415012797253546,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.6033586498957,-33.41601649997007,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60351401301125,-33.41598337406981,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60303213106162,-33.41504425204292,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.6031106000143,-33.415811400039146,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60336436992694,-33.41530664631941,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60258100007536,-33.4152067500333,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60287160005824,-33.415445600060146,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60350324998008,-33.41572215001461,commercial,10,
,,,,,,,,0,Nuevo Capital Servicios Financieros,,,commercial,,Las Condes,-70.59690218492251,-33.41564439843832,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.58519629996057,-33.41709075007374,commercial,10,
,,,,,,,,0,Petrobras,fuel,,yes,,Las Condes,-70.54553774817714,-33.40825982545127,fuel,10,
,,,,,,,,0,Santa Isabel,,supermarket,yes,,Las Condes,-70.54559922087488,-33.40761073997341,supermarket,10,
,,,,,,,,0,,parking,,,,Las Condes,-70.60405809853442,-33.41663992735139,parking,25,
,,,,,,,,0,Apoquindo Office,,,commercial,,Las Condes,-70.59926062167233,-33.417077864762085,commercial,10,
,,,,,,,,0,Santa Isabel,,supermarket,yes,,Las Condes,-70.55377447679821,-33.407694611264404,supermarket,10,
,,,,,,,,0,Estacionamientos San Sebastián,parking,,garage,,Las Condes,-70.60047565002503,-33.41461030003063,parking,25,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60177754997943,-33.410042300093345,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.56786545022507,-33.4052713999512,commercial,10,
,,,,,,,,0,Edificio Quantum,,,commercial,,Las Condes,-70.57019065013512,-33.40728355020426,commercial,10,
,,,,,,,,0,Universidad del Desarrollo,parking,,,,Las Condes,-70.50091875726007,-33.39251650884706,parking,25,
,,,,,,,,0,Universidad del Desarrollo,parking,,,,Las Condes,-70.50051065172507,-33.39160428313377,parking,25,
,,,,,,,,0,Publicos Avda La Plaza Frente U. del Desarrollo,parking,,,,Las Condes,-70.5016853312931,-33.39131653311237,parking,25,
,,,,,,,,0,Publicos Avda La Plaza Frente U. del Desarrollo,parking,,,,Las Condes,-70.5016853312931,-33.39131653311237,parking,25,
,,,,,,,,0,Clínica Cordillera,hospital,,,,Las Condes,-70.55039090479714,-33.42553600167827,hospital,6,
,,,,,,,,0,Estacionamiento Lider Express,parking,,,,Las Condes,-70.53277868390501,-33.38546048155058,parking,25,
,,,,,,,,0,,,,office,,Las Condes,-70.55461366659361,-33.40040246387756,office,8,
,,,,,,,,0,Edificio Grupo Security,,,commercial,,Las Condes,-70.5968894002224,-33.417359249880896,commercial,10,
,,,,,,,,0,Chilexpress,,,commercial,,Las Condes,-70.51106024833221,-33.37100725403994,commercial,10,
,,,,,,,,0,,parking,,,,Las Condes,-70.502824618252,-33.40737216991791,parking,25,
,,,,,,,,0,Estacionamiento Chilexpress,parking,,,,Las Condes,-70.51123047388083,-33.370933757840184,parking,25,
,,,,,,,,0,Chilexpress,post_office,,commercial,,Las Condes,-70.58500969760215,-33.41726296838078,post_office,13,
,,,,,,,,0,,,,commercial,,Las Condes,-70.54468673674899,-33.40618195832285,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.57911523266634,-33.4118059161147,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.57516174999219,-33.411602700045954,commercial,10,
,,,,,,,,0,Torre 1 Nueva Apoquindo,,,office,,Las Condes,-70.57924045292584,-33.41119314163888,office,8,
,,,,,,,,0,,,,commercial,,Las Condes,-70.58020454728367,-33.41318909736383,commercial,10,
,,,,,,,,0,,,,office,,Las Condes,-70.5726231598165,-33.40978962518828,office,8,
,,,,,,,,0,,,,commercial,,Las Condes,-70.57181344981404,-33.40914920027241,commercial,10,
,,,,,,,,0,Unimarc,,supermarket,supermarket,,Las Condes,-70.56833782594965,-33.40409483022504,supermarket,10,
,,,,,,,,0,Hospital FACh,parking,,,,Las Condes,-70.54848459443109,-33.39609592713121,parking,25,
,,,,,,,,0,Rampa de las flores,,mall,yes,,Las Condes,-70.56475596966905,-33.40846802052715,mall,20,
,,,,,,,,0,Universidad Mayor Campus Oriente,university,,,,Las Condes,-70.55790653378207,-33.40818216573347,university,10,
,,,,,,,,0,Clean Up,car_wash,,yes,,Las Condes,-70.53123184997821,-33.38172665001234,car_wash,2,
,,,,,,,,0,,,,retail,,Las Condes,-70.57707953393316,-33.426466892969444,retail,6,
,,,,,,,,0,,,,commercial,,Las Condes,-70.58014350159245,-33.40349299972347,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.6001119999012,-33.41632090010341,commercial,10,
,,,,,,,,0,,,,office,,Las Condes,-70.60416200002206,-33.41464395026005,office,8,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60458608832037,-33.41572705743982,commercial,10,
,,,,,,,,0,RoyRoy,,supermarket,yes,,Las Condes,-70.58797012551443,-33.42574180946799,supermarket,10,
,,,,,,,,0,Anahit - Hair & more,,beauty,commercial,,Las Condes,-70.59096785727748,-33.42518232975288,beauty,13,
,,,,,,,,0,Dr Smile,dentist,,commercial,,Las Condes,-70.60221978612293,-33.416918707525525,dentist,13,
,,,,,,,,0,Aramco,fuel,,roof,,Las Condes,-70.56839639999271,-33.40479195002451,fuel,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.56851557421915,-33.40768581451042,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59501089451227,-33.416801676852735,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.5946523595784,-33.41674390864786,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.5944561054447,-33.4167061241446,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.5944561054447,-33.4167061241446,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.594178044743,-33.416692916734,commercial,10,
,,,,,,,,0,,,,retail,,Las Condes,-70.5930626956491,-33.41634604792366,retail,6,
,,,,,,,,0,CHC,,,commercial,,Las Condes,-70.57797725569209,-33.426159789984766,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.57824364901825,-33.423587338639386,commercial,10,
,,,,,,,,0,Edificio Génesis,,,office,,Las Condes,-70.56305523205415,-33.407319502684004,office,8,
,,,,,,,,0,,,,office,,Las Condes,-70.56056232465221,-33.40617019931416,office,8,
,,,,,,,,0,Shell,fuel,,roof,,Las Condes,-70.5560879815562,-33.4176120819404,fuel,10,
,,,,,,,,0,Shell,fuel,,roof,,Las Condes,-70.55067030868202,-33.3977495589115,fuel,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.57766765057019,-33.42593263343985,commercial,10,
,,,,,,,,0,Clínica Dental Mora Pavic,dentist,,commercial,,Las Condes,-70.57469626855477,-33.41146672503526,dentist,13,
,,,,,,,,0,,,mall,yes,,Las Condes,-70.54334518949362,-33.39184095075498,mall,20,
,,,,,,,,0,Shell,fuel,,roof,,Las Condes,-70.51686281999065,-33.402618615269105,fuel,10,
,,,,,,,,0,,,,retail,,Las Condes,-70.5721815449954,-33.41855404236012,retail,6,
,,,,,,,,0,Oxxo,,convenience,retail,,Las Condes,-70.57704498998497,-33.421541629927084,convenience,13,
,,,,,,,,0,,,,retail,,Las Condes,-70.57584033532144,-33.42099371773583,retail,6,
,,,,,,,,0,,,,commercial,,Las Condes,-70.57132080006372,-33.4086329999811,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.57205280006389,-33.408438799981134,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.57180163427155,-33.40829000077717,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.57150120006096,-33.4082844499813,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.571377299554,-33.408243117111425,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.57208241476201,-33.40888339889921,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.57184596666738,-33.40879048170033,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.57155823591727,-33.408783251780484,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.57117530006346,-33.408594599981164,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.57219430006104,-33.408487149981326,commercial,10,
,,,,,,,,0,Thonet,,furniture,commercial,,Las Condes,-70.55889219266821,-33.40597042241971,furniture,13,
,,,,,,,,0,,,,commercial,,Las Condes,-70.5747586631179,-33.40493555305981,commercial,10,
,,,,,,,,0,,parking,,,,Las Condes,-70.56820346119284,-33.40317145934727,parking,25,
,,,,,,,,0,Estacionamiento Líder,parking,,parking,,Las Condes,-70.49894722690308,-33.3906626226563,parking,25,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59281458866973,-33.4242067581527,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59252043854364,-33.42436344756336,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59239585905243,-33.42426952555097,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.58769546682686,-33.41559518853158,commercial,10,
,,,,,,,,0,,parking,,,,Las Condes,-70.58693792207872,-33.41514605431112,parking,25,
,,,,,,,,0,,,,commercial,,Las Condes,-70.57977803466669,-33.412913810721804,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59985567244958,-33.41446192193894,commercial,10,
,,,,,,,,0,,parking,,,,Las Condes,-70.59629863596551,-33.4153532189601,parking,25,
,,,,,,,,0,Interdesign,,,commercial,,Las Condes,-70.59694595002347,-33.41425705008095,commercial,10,
,,,,,,,,0,,car_wash,,yes,,Las Condes,-70.55598606249602,-33.4174250212288,car_wash,2,
,,,,,,,,0,Torre 2 Nueva Apoquindo,,,commercial,,Las Condes,-70.57979968774771,-33.41160994823467,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.58680938342266,-33.42202892865378,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.58672523726591,-33.414271647513694,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.58650438328345,-33.41545247979321,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.57964402663646,-33.411989632837724,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59450354845634,-33.418166182737245,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59450354845634,-33.418166182737245,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59289088571356,-33.42414991549054,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.58944180000064,-33.41855065000204,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.58680540002261,-33.41395034999508,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59415352118513,-33.414886280158235,commercial,10,
,,,,,,,,0,,parking,,,,Las Condes,-70.57539223112322,-33.40055120538776,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.58438426177591,-33.42543778118007,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.58289234069976,-33.428968740964244,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.57707486339116,-33.42631648054517,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.57442956072587,-33.42824216308869,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.49778148359056,-33.38988158750707,parking,25,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59824736978248,-33.41882596803838,commercial,10,
,,,,,,,,0,,,mall,yes,,Las Condes,-70.50644903785101,-33.39557166036012,mall,20,
,,,,,,,,0,,parking,,,,Las Condes,-70.58803584081373,-33.42565882013967,parking,25,
,,,,,,,,0,Estacionamiento Clínica MEDS,parking,,,,Las Condes,-70.5849966687072,-33.430494344226595,parking,25,
,,,,,,,,0,La Casa Club,,pet,retail,,Las Condes,-70.5812321724837,-33.42370486064572,pet,13,
,,,,,,,,0,,parking,,,,Las Condes,-70.57052098178656,-33.42602520027284,parking,25,
,,,,,,,,0,ProntoMatic,,laundry,retail,,Las Condes,-70.58206088380435,-33.424364157560746,laundry,13,
,,,,,,,,0,,,,retail,,Las Condes,-70.57809512763588,-33.42627674542419,retail,6,
,,,,,,,,0,,,,retail,,Las Condes,-70.57808454316803,-33.42565974044456,retail,6,
,,,,,,,,0,,,,office,,Las Condes,-70.59343642404868,-33.41758546080961,office,8,
,,,,,,,,0,Universidad de Los Andes,university,,,,Las Condes,-70.50691085074206,-33.40386992452915,university,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60142207068202,-33.414458332283125,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.56402622947977,-33.4083070902121,commercial,10,
,,,,,,,,0,,,,office,,Las Condes,-70.56521904595016,-33.4085598730176,office,8,
,,,,,,,,0,WeWork,,,commercial,,Las Condes,-70.5690209928415,-33.40880879826029,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60257108057199,-33.41632815594631,commercial,10,
,,,,,,,,0,Ok Market,,supermarket,yes,,Las Condes,-70.56471763924915,-33.42481022039223,supermarket,10,
,,,,,,,,0,,parking,,,,Las Condes,-70.51480474500842,-33.40198170519898,parking,25,
,,,,,,,,0,,,,commercial,,Las Condes,-70.5742855544174,-33.40631646087842,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.58064708690509,-33.412305818575746,commercial,10,
,,,,,,,,0,,parking,,,,Las Condes,-70.57869165476289,-33.42950398497234,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.60086866045745,-33.41808235021156,parking,25,
,,,,,,,,0,,,,commercial,,Las Condes,-70.581392317449,-33.41382940800699,commercial,10,
,,,,,,,,0,,parking,,,,Las Condes,-70.5605653499936,-33.42455795005088,parking,25,
,,,,,,,,0,Clínica Meds,parking,,,,Las Condes,-70.5855216650353,-33.429701610972536,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.58242870741388,-33.429150814603986,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.57954399996565,-33.42802100000969,parking,25,
,,,,,,,,0,Shell,fuel,,,,Las Condes,-70.5797409646479,-33.42391974337442,fuel,10,
,,,,,,,,0,Shell,fuel,,,,Las Condes,-70.55462242369617,-33.43010595597068,fuel,10,
